Label,Message
spam,mobile number £5000 claim call u back ring claim hot line 09050005321
ham,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite
ham,huh early ü dinner outside izzit
ham,ok anyway need change said
spam,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow
ham,exwife able kid want kid one day
ham,hows scotland hope showing jjc tendency take care live dream
ham,tell u headache want use 1 hour sick time
ham,dun thk ill quit yet hmmm go jazz yogasana oso go meet em lesson den
ham,pete please ring meive hardly gotany credit
ham,ya srsly better yi tho
ham,im meeting call later
spam,ur chance win £250 wkly shopping spree txt shop 80878 tscs url custcare 08715705022 1x150pwk
spam,specially selected receive 2000 pound award call 08712402050 line close cost 10ppm 16 tc apply ag promo
spam,private 2003 account statement 07753741225 show 800 unredeemed point call 08715203677 identifier code 42478 expires 241004
ham,still grand prix
ham,met stranger choose friend long world stand friendship never end let friend forever gud nitz
ham,great
ham,gud mrng dear nice day
spam,important customer service announcement call freephone 0800 542 0825
ham,exhausted train morning much wine pie sleep well
ham,im going buy mum present ar
ham,mind blastin tsunami occur rajnikant stopped swimming indian oceand
ham,u sending home first ok lor im ready yet
ham,speaking cash yet
ham,happy come noon
ham,meet lunch la
ham,take care n get well soon
spam,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree rose 2 lady info 0794674629107880867867
ham,meant say cant wait see u getting bored bridgwater banter
ham,neva mind ok
ham,fine imma get drink somethin want come find
spam,22 day kick euro2004 u kept date latest news result daily removed send get txt stop 83222
ham,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit bestrply
ham,many dependent
ham,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soonc
ham,called said himthen choose future
ham,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st
ham,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
ham,family happiness
ham,come n pick ü come immediately aft ur lesson
ham,let snow let snow kind weather brings ppl together friendship grow
ham,dear got ltgt dollar hi hi
ham,good word word may leave u dismay many time
ham,make sure alex know birthday fifteen minute far youre concerned
ham,sorry got thing may pub later
ham,nah straight bring bud drink something thats actually little useful straight cash
ham,haha good hear im officially paid market 8th
ham,many lick take get center tootsie pop
ham,yup thk r e teacher said make face look longer darren ask 2 cut short
spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693
spam,today vodafone number ending 4882 selected receive £350 award number match call 09064019014 receive £350 award
ham,please dont say like hi hi hi
ham,thank u
ham,oh forwarded message thought send
ham,got seventeen pound seven hundred ml – hope ok
spam,dear voucher holder 2 claim week offer pc go url tscs apply2 stop text txt stop 80062
ham,n funny
ham,sweetheart hope kind day one load reason smile biola
ham,ü login dat time dad fetching ü home
ham,shower baby
ham,askd u question hour answer
ham,well imma definitely need restock thanksgiving ill let know im
ham,said kiss kiss cant sound effect gorgeous man isnt kind person need smile brighten day
ham,probably gon na swing wee bit
ham,ya nice ready thursday
ham,allo braved bus taken train triumphed mean ‘ b ‘ ham jolly good rest week
ham,watching cartoon listening music amp eve go temple amp church u
ham,mind ask happened dont say uncomfortable
spam,private 2003 account statement show 800 unredeemed point call 08715203694 identifier code 40533 expires 311004
ham,prob send email
spam,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm
ham,thats cool sometimes slow gentle sonetimes rough hard
ham,im gon na say sorry would normal starting panic time sorry seeing tuesday
ham,wait know wesley town bet hella drug
ham,fine miss much
ham,u got person story
ham,tell drug dealer getting impatient
ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,place man
ham,doesnt make sense take unless free need know wikipediacom
spam,88800 89034 premium phone service call 08718711108
ham,sea lay rock rock envelope envelope paper paper 3 word
ham,mum repent
ham,sorry going home first daddy come fetch ü later
ham,leave de start prepare next
ham,yes baby study position kama sutra
ham,en chikku nange bakra msg kalstiyathen teacoffee
ham,carlosll minute still need buy
ham,pay ltdecimalgt lakh
ham,good evening ttyl
ham,u receive msg
ham,ho ho big belly laugh see ya tomo
spam,sm ac sun0819 post helloyou seem cool wanted say hi hi stop send stop 62468
spam,get ur 1st ringtone free reply msg tone gr8 top 20 tone phone every week £150 per wk 2 opt send stop 08452810071 16
ham,ditto wont worry saying anything anymore like said last night whatever want ill peace
ham,ive got ltgt way could pick
ham,dont knw pa drink milk
ham,maybe say hi find got card great escape wetherspoons
ham,piggy r u awake bet ure still sleeping im going 4 lunch
ham,cause im freaky lol
ham,missed call cause yelling scrappy miss u cant wait u come home im lonely today
ham,hex place talk explain
ham,ü log 4 wat sdryb8i
ham,xy going 4 e lunch
spam,hi im sue 20 year old work lapdancer love sex text live im bedroom text sue 89555 textoperator g2 1da 150ppmsg 18
ham,wanted ask ü wait 4 finish lect co lect finish hour anyway
ham,finished work yet
ham,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni8
ham,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged an holiday
ham,thanks love torch bold
spam,forwarded 448712404000please call 08712404000 immediately urgent message waiting
ham,farm open
ham,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx
ham,sister law hope great month saying hey abiola
ham,purchase stuff today mail po box number
ham,ah poop look like ill prob send laptop get fixed cuz gpu problem
ham,good good job like entrepreneur
ham,aight close still around alexs place
ham,meet corporation st outside gap … see mind working
ham,mum ask ü buy food home
ham,ku also dont msg reply msg
ham,much r ü willing pay
ham,sorry ill call later
ham,important prevent dehydration giving enough fluid
ham,thats bit weird even supposed happening good idea sure pub
ham,true deari sat pray evening felt soso smsd time
ham,dont think get away trek long family town sorry
ham,wan na gym harri
ham,quite late lar ard 12 anyway wun b drivin
spam,review keep fantastic nokia ngage game deck club nokia go 2 url unsubscribe alert reply word
spam,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tc
ham,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made studentsthis wont even start datz confidence
ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
spam,08714712388 10am7pm cost 10p
ham,save stress person dorm account send account detail money sent
ham,also know lunch menu da know
ham,stuff sell ill tell
spam,449071512431 urgent 2nd attempt contact uu £1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max£7 50
ham,book lesson msg call work sth im going get spec membership px3748
spam,guaranteed £1000 cash £2000 prize claim yr prize call customer service representative 08714712394 10am7pm
ham,macha dont feel upseti assume mindsetbelieve one evening wonderful plan uslet life begin againcall anytime
ham,oh send address
ham,sfine anytime best
ham,wondar full flim
ham,ya even cooky jelly
ham,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
ham,got look scrumptious daddy want eat night long
ham,co lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
ham,alright omw got ta change order half8th
ham,exactly anyways far jide study visiting
ham,dunno u ask
spam,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123
ham,didnt spring coming early yay
ham,lol wont feel bad use money take steak dinner
ham,even u dont get trouble convincingjust tel twice tel neglect msg dont c read itjust dont reply
ham,leaving qatar tonite search opportunityall went fastpls add ur prayer dearrakhesh
ham,one talking
ham,thanks looking really appreciate
spam,hi customer loyalty offerthe new nokia6650 mobile £10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg
ham,wish
ham,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao
ham,yes glad made
ham,well little time thing good time ahead
ham,got room soon … hadnt put clock back til 8 shouted everyone get realised 7 wahay another hour bed
ham,ok may free gym
ham,men like shorter lady gaze eye
ham,dunno jus say go lido time 930
ham,promise take good care princess run please send pic get chance ttyl
spam,u subscribed best mobile content service uk £3 per 10 day send stop 82324 helpline 08706091795
ham,reason weve spoken year anyways great week best exam
ham,monday next week give full gist
spam,realize 40 year well thousand old lady running around tattoo
spam,important customer service announcement premier
ham,dont gim lip caveboy
ham,get library
ham,realy sorryi dont recognise number confused r u please
ham,didnt holla
ham,cant think anyone spare room top head
ham,faith make thing possiblehope make thing worklove make thing beautifulmay three christmasmerry christmas
ham,u made appointment
ham,call youcarlos isare phone vibrate acting might hear text
spam,romantic paris 2 night 2 flight £79 book 4 next year call 08704439680tscs apply
